Date,Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,Unnamed: 66
2017-04-28,7.6558,7.8142,539.008,696.395,74.9583,0.4934,51.1183,74.9705,45.0585,29980.0,5.3191,54834.6,63219.0,70659.1,71628.9,98379.4,734.718,2.5966,694.784,725.717,700.203,0.6771,980.957,54.6151,0.2691,55.8125,0.2632,0.3526,0.4299,0.4834,20.5,4.49,0.345,1158.0,6.1,11.8,6.3,,,,,,,,,,,,58.0,,,85.0,4839.0,1.19,355.0,2207.0,3404.0,3404.0,884.0,36.19,0.82,5591.0,0.0%,0.11,618.28,
2017-04-29,7.5497,7.724,537.961,696.553,74.1012,0.4948,50.4104,74.9262,45.0299,29980.0,5.3766,53983.3,64893.5,68607.7,70271.9,97800.7,734.611,2.5912,694.816,724.447,700.358,0.6891,978.033,54.2067,0.2707,55.2517,0.2666,0.3507,0.4233,0.4859,20.5,4.51,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,618.33,
2017-04-30,7.5371,7.7076,537.96,697.514,73.9053,0.4924,50.4926,74.971,45.066,29980.0,5.3589,53999.5,64868.1,68556.6,70601.3,97864.7,734.314,2.5842,695.817,724.821,701.15,0.6526,975.572,53.8223,0.2727,54.8612,0.2685,0.3517,0.4205,0.4856,20.5,4.56,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,618.02,
2017-05-01,7.5212,7.6723,537.96,697.998,73.7,0.4952,50.7872,74.9628,45.0574,30019.4,5.3395,53509.0,65456.0,68277.2,70219.5,97657.4,732.202,2.5884,696.046,724.352,701.551,0.657,974.799,54.0719,0.2717,54.9543,0.2657,0.3508,0.4182,0.4865,20.5,4.56,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,619.12,
2017-05-02,7.6093,7.6905,537.956,697.98,73.8728,0.4982,49.9775,74.9598,45.0613,29990.0,5.2627,53740.4,66147.6,67649.6,71334.5,97784.9,732.551,2.5911,696.015,725.253,701.119,0.7471,973.109,54.1875,0.2743,55.015,0.2646,0.3502,0.418,0.4847,20.4,4.51,0.352,1191.0,5.7,10.5,6.8,0.86,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,618.95,
2017-05-03,7.5481,7.7213,537.96,696.967,74.1689,0.492,49.8262,74.9235,45.0403,30027.4,5.084,57710.1,62681.4,69508.3,69663.3,98163.7,733.472,2.588,695.15,724.491,700.094,0.7065,973.019,54.1538,0.2676,55.0282,0.2675,0.3555,0.4181,0.4822,20.6,4.54,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,618.69,
2017-05-04,7.5035,7.769,537.962,696.888,74.6849,0.4987,52.0219,74.9808,45.0326,30040.3,5.3862,56857.2,61518.4,71644.8,67339.5,97659.5,728.33,2.5974,695.091,720.599,699.891,0.7106,975.466,54.735,0.2653,55.1787,0.2696,0.3549,0.4269,0.4864,20.5,4.47,0.345,1071.0,6.0,11.9,6.2,0.56,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,619.2,
2017-05-05,7.5447,7.8294,537.959,697.296,75.1381,0.4997,51.6344,74.9829,45.043,29980.0,5.4489,54884.8,63938.3,70480.5,68475.1,97821.0,729.864,2.6053,695.428,720.715,699.899,0.7,972.161,54.7641,0.2667,55.3628,0.2655,0.3537,0.4253,0.4836,20.5,4.36,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,618.14,
2017-05-06,7.3607,7.742,537.961,696.152,74.3355,0.4994,51.0604,75.0445,45.0464,29980.0,5.456,53119.8,63152.6,68172.1,67805.4,95754.7,727.612,2.6042,694.549,718.279,700.24,0.6263,968.126,54.7329,0.2656,55.3687,0.2658,0.3556,0.4404,0.4855,20.8,4.2,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,618.45,
2017-05-07,7.4484,7.6948,537.958,696.99,73.8834,0.4965,50.8171,75.0046,45.0408,29980.0,5.4621,58300.2,60527.4,68853.6,66631.1,96514.8,728.075,2.6013,695.507,717.791,701.901,0.7184,967.977,54.6503,0.2676,55.0392,0.2722,0.3557,0.4251,0.4779,20.5,4.49,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,618.42,
2017-05-08,7.4973,7.7092,537.956,697.006,74.0159,0.4948,51.673,75.0126,45.0504,29980.0,5.5531,54723.7,63072.3,69184.2,67607.1,96591.8,728.087,2.5995,695.404,719.479,701.393,0.7447,966.338,54.6184,0.2681,55.3024,0.2671,0.3514,0.4257,0.4751,20.4,4.41,0.347,1166.0,5.3,10.4,7.1,,324.0,374.8,402.8,464.6,517.8,580.8,674.6,710.4,740.8,69.35,56.73,,0.01,103.0,5037.0,1.17,362.0,2149.0,3358.0,3358.0,863.0,36.63,0.82,5734.0,0.0%,0.11,618.38,
2017-05-09,7.5998,7.7453,537.961,697.16,74.342,0.491,49.4158,74.9817,45.0531,29980.0,5.4538,56775.2,63999.1,68167.2,68534.5,97442.8,728.672,2.5894,695.545,719.009,700.792,0.6679,968.784,54.4691,0.2717,55.6097,0.2722,0.3539,0.4211,0.4785,20.4,4.38,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,618.19,
2017-05-10,7.7727,7.7762,537.964,697.385,74.7637,0.4922,50.1194,75.0119,45.0586,29980.0,5.3029,60705.0,62717.4,69800.4,67288.4,98342.8,732.285,2.5919,695.892,722.576,701.089,0.8562,968.743,54.4196,0.272,54.6424,0.2749,0.3525,0.4202,0.4699,20.4,4.44,0.354,1123.0,5.9,11.8,7.4,,325.0,376.2,403.4,464.0,515.2,577.2,670.0,707.0,739.8,,56.36,,,106.0,5076.0,1.16,364.0,2129.0,3331.0,3331.0,859.0,36.67,0.82,5727.0,0.0%,0.11,619.27,
2017-05-11,7.6439,7.7606,537.957,697.239,74.7262,0.4893,51.2923,75.0439,45.045,30055.1,5.4383,60711.2,60480.7,70624.1,66332.4,97486.6,728.483,2.5919,695.785,718.863,701.421,0.7906,967.749,54.5053,0.2696,54.9667,0.2756,0.3538,0.42,0.4707,20.5,4.33,0.346,1115.0,5.1,9.4,6.3,0.55,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,620.22,
2017-05-12,7.6555,7.7759,537.962,697.32,74.851,0.4823,51.1147,74.9926,45.0477,34042.0,5.4594,61342.3,60901.3,70322.1,66393.6,97760.9,728.993,2.5831,695.788,718.372,701.165,0.741,969.008,54.1549,0.2761,55.4822,0.276,0.3539,0.4201,0.4729,20.5,4.34,0.348,1140.0,5.6,11.0,8.1,,,,,,,,,,,,55.93,,,98.0,5121.0,1.16,347.0,2045.0,3329.0,3329.0,852.0,36.29,0.81,5702.0,0.0%,0.11,620.17,
2017-05-13,7.7238,7.6836,537.967,698.78,73.9401,0.4829,50.9045,74.9917,45.0471,39990.0,5.3531,57106.1,65735.8,69418.0,68410.8,98421.0,734.047,2.5814,697.015,724.775,701.953,0.6967,964.735,53.3603,0.2795,54.4618,0.273,0.3497,0.4169,0.4738,20.5,4.48,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,620.21,
2017-05-14,7.6263,7.5196,537.961,700.237,72.356,0.486,51.7006,74.9656,45.0353,39990.0,5.3188,57443.3,67518.3,67031.8,66534.0,97600.8,735.338,2.5828,698.496,727.145,704.124,0.7081,964.538,53.1654,0.2764,54.0343,0.2719,0.3469,0.4148,0.4721,20.5,4.53,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.11,620.16,
2017-05-15,7.6453,7.4738,537.963,701.171,71.92,0.4828,52.2372,75.0284,45.03,39990.0,5.2605,58813.5,65675.2,68481.0,66151.4,97840.8,736.052,2.5779,699.333,728.37,704.979,0.6657,965.188,52.9506,0.2755,53.9274,0.271,0.347,0.4151,0.4748,20.5,4.58,0.35,1121.0,6.2,12.0,5.0,,331.8,378.4,404.8,464.8,517.0,580.0,672.8,709.2,740.4,69.47,56.97,,0.01,106.0,5194.0,1.17,379.0,2053.0,3310.0,3310.0,837.0,36.74,0.82,5672.0,0.0%,0.11,620.22,
2017-05-16,7.7625,7.4611,537.965,702.7,71.7399,0.483,51.5864,75.0264,45.06,39135.6,5.3209,57993.8,67546.0,67378.7,66196.8,97810.6,736.737,2.5787,700.818,728.525,706.334,0.6227,965.338,52.5588,0.2789,53.4894,0.2733,0.3465,0.4181,0.473,20.5,4.66,0.35,1084.0,6.2,12.8,4.0,0.9,,,,,,,,,,,,,,,4038.0,,,,2098.0,2098.0,,,,4766.0,0.0%,0.11,619.75,
2017-05-17,7.7353,7.468,537.961,703.047,71.8819,0.4906,49.4063,75.0054,45.0431,37159.4,5.3549,54199.1,67874.0,66931.9,68286.0,97122.7,736.208,2.5865,701.199,726.69,706.813,0.7043,963.33,52.6032,0.28,53.2969,0.2744,0.348,0.4165,0.4744,20.5,4.64,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4%,21.01,620.37,
2017-05-18,7.6457,7.467,537.956,702.999,71.8278,0.4952,48.2004,74.9578,45.0447,35893.1,5.4113,52962.9,67723.8,66181.3,68647.9,96478.1,736.153,2.5908,701.038,726.137,707.013,0.7398,962.747,52.8427,0.2768,53.5578,0.2715,0.3495,0.4062,0.4765,20.6,4.56,0.449,1149.0,3.5,5.1,2.2,0.6,,,,,,,,,,,56.62,,,115.0,5092.0,1.18,373.0,2060.0,3285.0,3285.0,830.0,36.41,0.81,5601.0,8.6%,53.04,620.21,
2017-05-19,7.5731,7.4741,537.959,702.396,71.8538,0.4954,48.362,75.0202,45.0314,35064.0,5.3644,55360.0,65220.7,66736.3,67129.0,96063.8,736.2,2.5927,700.53,726.27,707.091,0.7599,962.587,53.0414,0.276,53.6176,0.2719,0.3514,0.4094,0.4774,20.6,4.65,0.442,1135.0,5.2,9.6,3.8,,,,,,,,,,,,56.87,,,87.0,4914.0,1.16,376.0,2075.0,3149.0,3149.0,822.0,36.91,0.81,5505.0,9.8%,60.87,620.04,
2017-05-20,7.5045,7.474,537.96,702.104,71.8246,0.4893,49.7513,75.0287,45.0338,35090.3,5.3683,56296.0,64117.3,66781.4,66792.2,95890.7,735.23,2.5874,700.258,726.035,707.073,0.7257,961.969,52.66,0.2789,53.5075,0.274,0.3508,0.412,0.4795,20.7,4.59,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,619.8,
2017-05-21,7.4896,7.4911,537.961,702.552,71.9773,0.4912,50.095,74.9922,45.0332,35000.0,5.4567,53556.9,67583.7,66164.1,67028.3,95995.2,734.203,2.5906,700.678,725.002,707.214,0.7877,962.353,52.7047,0.2792,53.4976,0.274,0.3495,0.4137,0.4804,20.7,4.49,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,619.89,
2017-05-22,7.506,7.471,537.953,703.651,71.7754,0.494,49.7791,75.0212,45.0357,35000.0,5.3291,54053.1,68151.4,66476.1,67290.5,96312.6,735.974,2.5888,701.769,727.273,707.707,0.7262,964.569,52.7474,0.2777,53.4466,0.2722,0.3483,0.4229,0.4773,20.6,4.49,0.447,1157.0,6.6,12.6,4.4,,316.4,369.4,398.2,459.8,512.4,575.8,668.8,706.2,739.6,69.48,56.72,,0.03,88.0,4978.0,1.18,363.0,2086.0,3249.0,3249.0,808.0,36.42,0.8,5559.0,10.7%,66.3,619.99,
2017-05-23,7.5172,7.5216,537.954,701.947,72.2423,0.4944,49.5103,75.0053,45.0544,35000.0,5.4224,55293.6,66455.6,66408.4,66606.0,95817.8,733.669,2.5913,700.188,725.007,706.151,0.7787,964.471,52.9869,0.2764,53.669,0.2716,0.351,0.4253,0.4792,20.6,4.5,0.446,1158.0,6.4,11.5,4.9,0.45,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,619.86,
2017-05-24,7.6006,7.5941,537.965,700.682,73.0186,0.4943,50.1035,74.891,45.0445,35000.0,5.4844,54848.8,67713.2,66377.4,66605.0,95959.7,733.541,2.6002,698.889,725.264,704.609,0.802,962.603,53.133,0.2764,53.8741,0.2721,0.3494,0.4328,0.4864,20.7,4.22,0.435,1081.0,6.7,12.6,4.2,,321.6,371.6,399.8,459.8,514.4,574.2,666.4,704.6,739.2,,56.56,,,85.0,4802.0,1.17,336.0,2044.0,3157.0,3157.0,802.0,36.41,0.81,5495.0,10.7%,66.3,620.2,
2017-05-25,7.5833,7.5001,537.962,702.832,72.0531,0.4883,50.7813,74.8858,45.0517,35000.0,5.4587,55228.7,67521.4,66343.8,66206.5,95887.0,735.971,2.5984,701.064,728.023,707.249,0.6579,960.059,52.4761,0.2798,53.289,0.2753,0.3495,0.4418,0.4893,20.7,4.445,0.44,1117.0,5.7,10.1,4.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.03,
2017-05-26,7.6132,7.4005,537.969,703.774,71.0937,0.4883,50.5767,75.022,45.0359,35000.0,5.3964,56981.3,66424.7,66676.4,65746.4,96073.2,736.78,2.5935,702.241,728.508,709.107,0.6917,964.362,52.2643,0.284,52.8935,0.2798,0.3496,0.4448,0.485,20.6,4.54,0.401,1106.0,5.6,9.9,4.7,,,,,,,,,,,,56.91,,,114.0,4802.0,1.18,348.0,2075.0,3197.0,3197.0,798.0,36.14,0.8,5450.0,10.7%,66.3,619.99,
2017-05-27,7.7273,7.3824,537.961,704.211,70.9358,0.4815,50.6654,75.0058,45.0483,35000.0,5.3557,59315.3,64082.9,67605.1,64986.2,96116.7,738.018,2.5854,702.666,729.199,709.732,0.7349,962.591,51.8024,0.2889,52.5427,0.2845,0.3516,0.4389,0.4848,20.5,4.49,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,619.77,
2017-05-28,7.6268,7.4036,537.952,704.666,71.1225,0.4839,51.7069,74.9142,45.0386,35076.8,5.3434,54660.6,64489.9,68109.0,67346.3,95639.8,738.826,2.5898,702.932,730.741,709.629,0.7195,960.213,51.9464,0.2863,52.715,0.2811,0.3496,0.4398,0.4883,20.6,4.63,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,619.61,
2017-05-29,7.5459,7.4831,537.954,702.685,71.8954,0.4886,50.295,75.0152,45.0413,35000.0,5.2828,58138.7,63398.9,65982.9,64899.9,94832.2,737.416,2.5928,701.032,728.87,707.335,0.819,965.199,52.6317,0.2813,53.6022,0.276,0.3513,0.4411,0.4866,20.7,4.32,0.449,1085.0,6.4,12.4,7.0,,316.4,369.2,398.2,458.6,509.8,570.6,663.4,702.4,738.4,69.3,56.83,,0.01,117.0,4762.0,1.17,348.0,2014.0,3035.0,3035.0,776.0,36.36,0.8,5306.0,10.7%,66.3,619.78,
2017-05-30,7.6361,7.5062,537.961,702.593,72.0064,0.4901,50.1533,75.0132,45.0466,35000.0,5.4321,56174.7,62750.9,66490.5,66371.6,94703.8,736.388,2.5951,701.03,727.973,707.766,0.8084,964.875,52.5017,0.2804,53.4458,0.2775,0.3521,0.4465,0.4874,20.9,4.24,0.411,1061.0,5.8,10.3,5.6,0.73,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,619.4,
2017-05-31,7.6567,7.5275,537.96,701.925,72.1957,0.4851,50.3601,75.0248,45.0369,35000.0,5.3875,58588.9,62354.7,65927.9,64711.0,94548.0,738.173,2.5882,700.417,729.207,707.18,0.761,968.323,52.4297,0.2822,53.2157,0.2775,0.3516,0.4499,0.4872,20.7,4.47,0.457,1127.0,5.4,10.0,4.8,,309.6,367.0,396.2,457.6,509.8,573.0,666.0,704.0,738.8,,56.3,,,94.0,4743.0,1.17,319.0,2035.0,3056.0,3056.0,768.0,35.91,0.79,5299.0,10.7%,66.3,619.54,
2017-06-01,7.7585,7.567,538.5,702.298,72.7123,0.4873,50.5433,74.9695,45.0509,33749.0,5.6683,57702.1,62864.9,67085.2,64490.3,94766.2,736.382,2.6004,700.804,727.123,707.603,0.7805,980.171,52.6971,0.2815,53.5088,0.2764,0.3504,0.4552,0.4876,20.7,4.45,0.448,1077.0,5.1,9.3,3.2,0.79,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.15,
2017-06-02,7.7052,7.5487,539.713,702.272,72.5547,0.4926,51.1868,75.0327,45.0326,32034.1,5.673,57594.7,62734.2,68409.8,64659.1,95178.1,736.309,2.6124,700.793,728.385,708.477,0.5922,995.111,53.419,0.2776,54.2245,0.2724,0.3495,0.4565,0.4886,20.6,4.52,0.404,1182.0,5.6,10.1,3.5,,,,,,,,,,,,57.24,,,88.0,4759.0,1.18,372.0,2126.0,3085.0,3085.0,765.0,36.12,0.8,5328.0,10.7%,66.3,620.2,
2017-06-03,7.7196,7.6837,539.955,699.558,73.9264,0.4988,49.7073,74.9942,45.0613,32021.5,5.7868,58373.1,67075.6,64486.2,62953.4,94990.4,733.67,2.6203,698.032,725.471,705.197,0.7186,996.181,54.2775,0.2749,54.9999,0.2702,0.3505,0.4519,0.4879,20.7,4.61,0.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.7,
2017-06-04,7.7615,7.6175,539.965,701.572,73.2351,0.4976,49.9227,74.9107,45.0414,32042.5,5.8365,56108.4,67267.8,65209.5,64999.8,95241.4,734.695,2.6156,700.055,726.239,707.691,0.6368,991.874,53.6743,0.2778,54.3772,0.2736,0.3481,0.4536,0.4879,20.7,4.58,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.49,
2017-06-05,7.5997,7.5844,539.954,702.201,72.9451,0.4941,49.8497,75.0354,45.0342,31999.4,5.4466,55785.8,65490.3,65901.4,66122.7,95121.0,735.648,2.6061,700.661,727.73,708.1,0.6752,985.662,53.3347,0.2767,54.2455,0.271,0.3492,0.4592,0.488,20.7,4.45,0.423,1109.0,7.1,13.2,5.2,,317.2,374.2,402.4,463.4,515.2,578.2,670.6,707.2,739.8,69.52,56.95,,0.04,84.0,4736.0,1.19,380.0,2120.0,3157.0,3157.0,718.0,35.85,0.79,5339.0,10.7%,66.3,620.72,
2017-06-06,7.4527,7.6472,539.959,700.779,73.5578,0.4978,49.2238,74.9799,45.0492,31980.0,5.3516,57989.9,67797.3,63750.2,63454.4,94995.8,734.847,2.619,699.231,726.882,705.796,0.5907,969.412,53.8611,0.2754,54.692,0.2707,0.3504,0.4539,0.4857,20.9,4.34,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.74,
2017-06-07,7.5816,7.6964,539.961,701.0,73.9949,0.4932,49.1655,74.9913,45.0497,31980.0,5.5384,60238.9,68274.9,63739.5,60728.5,95004.1,734.293,2.6174,699.536,725.956,705.976,0.5743,962.669,53.5503,0.2779,54.6343,0.2719,0.3519,0.4554,0.4867,20.9,4.38,0.48,1140.0,5.6,10.8,4.3,,315.6,369.4,398.4,459.0,510.8,572.8,666.2,704.6,739.0,,56.89,,,76.0,4687.0,1.18,327.0,2103.0,3147.0,3147.0,674.0,35.7,0.79,5343.0,10.7%,66.3,620.49,
2017-06-08,7.6578,7.6798,539.956,700.993,73.7288,0.4947,49.5844,74.9906,45.0557,31980.0,5.5488,59219.4,66138.2,64024.4,61577.1,94236.7,734.349,2.6165,699.417,726.782,706.675,0.5269,961.154,53.7544,0.2756,54.707,0.2711,0.3518,0.4522,0.4867,20.9,4.33,0.474,1143.0,5.8,10.8,4.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.15,
2017-06-09,7.642,7.7597,539.956,699.509,74.3887,0.4987,49.2369,74.9834,45.0436,31980.0,5.5452,57870.6,59101.8,67472.1,66356.5,94173.1,733.658,2.6229,697.789,726.49,704.385,0.6539,960.546,54.1205,0.2714,55.1054,0.2669,0.3516,0.4549,0.4888,21.0,4.2,0.471,1054.0,5.6,10.9,4.0,,,,,,,,,,,,57.74,,,101.0,4741.0,1.2,389.0,2114.0,3200.0,3200.0,728.0,36.02,0.8,5398.0,10.7%,66.3,619.69,
2017-06-10,7.6237,7.7165,539.957,699.67,73.9634,0.4976,49.1073,75.0075,45.0411,31980.0,5.5507,60586.0,61956.6,63995.0,63687.2,93958.7,733.384,2.6152,698.162,726.362,705.33,0.7384,960.745,53.9702,0.2737,54.9075,0.269,0.3507,0.4564,0.4882,21.1,4.14,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,619.83,
2017-06-11,7.6346,7.7105,539.957,699.968,73.9552,0.4956,49.8146,75.0426,45.068,31980.0,5.467,59925.6,62530.9,65298.2,62200.5,93855.6,733.15,2.6129,698.376,726.087,705.434,0.6491,957.745,54.0181,0.2725,54.9464,0.2672,0.3529,0.4594,0.4855,20.9,4.29,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.18,
2017-06-12,7.7446,7.7686,539.961,699.0,74.5261,0.4985,49.7317,75.0331,45.0412,31980.0,5.4496,62181.3,63639.0,64580.4,60115.5,94063.9,733.286,2.6158,697.413,726.264,704.013,0.6349,952.121,54.4239,0.2715,55.2168,0.2663,0.3531,0.4573,0.4861,21.1,4.22,0.473,1026.0,5.7,10.9,3.7,,319.0,372.2,400.6,460.6,510.8,570.6,663.0,702.2,738.2,70.19,56.94,,0.01,88.0,4598.0,1.19,365.0,2121.0,3134.0,3134.0,735.0,35.59,0.79,5244.0,10.7%,66.3,620.32,
2017-06-13,7.913,7.7663,539.959,699.687,74.4593,0.5007,48.937,74.9718,45.0562,31980.0,5.6001,60910.3,65042.2,63467.5,60181.8,93710.6,732.618,2.6204,698.133,725.416,705.055,0.5839,946.587,54.2776,0.2742,55.0307,0.2687,0.352,0.4549,0.4854,21.1,4.17,0.471,1039.0,5.6,10.4,4.4,0.59,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.1,
2017-06-14,7.7148,7.7932,539.958,699.588,74.6353,0.5011,49.008,75.0199,45.0435,31980.0,5.5261,56966.4,65467.4,63553.4,62340.2,93270.6,732.309,2.6176,697.938,725.245,704.445,0.6489,944.816,54.2419,0.272,55.0569,0.2675,0.3512,0.4608,0.4875,20.9,4.15,0.438,1075.0,5.2,9.1,3.7,,316.2,370.8,399.6,460.0,510.8,571.0,664.2,703.2,738.8,,56.83,,,91.0,4395.0,1.18,368.0,2114.0,2931.0,2931.0,716.0,36.04,0.79,5111.0,10.7%,66.3,619.56,
2017-06-15,7.87,7.8344,539.955,699.045,75.1652,0.4971,49.0747,75.0106,45.0491,31426.6,5.4941,60234.9,65371.2,62517.9,60195.6,93240.7,732.436,2.616,697.432,725.331,704.609,0.6415,940.169,54.2636,0.272,55.2228,0.2669,0.3515,0.4542,0.4892,20.9,4.16,0.377,1112.0,4.0,7.6,3.5,0.48,,,,,,,,,,,,,,,,,,,,,,,,,10.7%,66.3,620.03,
2017-06-16,7.8127,7.8028,539.956,698.91,74.9093,0.5002,48.8682,75.0591,45.0325,30026.2,5.6248,61002.9,65269.2,63169.7,60077.5,93676.5,733.204,2.6139,697.145,726.103,703.678,0.6645,939.25,54.5921,0.2692,55.2969,0.2644,0.3505,0.4544,0.4895,20.9,4.16,0.366,930.0,5.3,9.7,4.6,,,,,,,,,,,,55.84,,,87.0,4484.0,1.17,337.0,2056.0,3085.0,3085.0,755.0,34.62,0.77,5121.0,5.7%,35.41,620.39,
2017-06-17,8.1128,7.8598,539.959,699.002,75.4256,0.5046,48.4636,75.0271,45.0313,29990.0,5.793,58625.2,64790.9,64425.9,61767.5,93749.5,733.161,2.6216,697.349,725.817,703.508,0.5734,937.139,54.5985,0.2701,55.2775,0.2653,0.3488,0.4657,0.4931,20.8,4.37,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,620.04,
2017-06-18,8.1497,7.8707,539.956,699.625,75.5067,0.5046,48.4087,75.0353,45.0689,30069.3,5.857,58310.0,63419.3,66855.4,62361.9,94228.5,733.794,2.627,697.972,726.188,703.698,0.6712,928.407,54.5985,0.2695,55.3494,0.265,0.3468,0.4675,0.4905,20.8,4.38,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,619.78,
2017-06-19,7.9787,7.7628,539.964,701.51,74.5714,0.5016,48.2575,74.9333,45.0348,30039.8,5.8212,56028.3,65730.6,63931.3,63506.7,93579.8,734.732,2.6226,699.862,726.907,706.337,0.7383,924.234,53.9455,0.2713,54.8299,0.2668,0.3481,0.4675,0.4897,20.9,4.3,0.354,1181.0,4.5,8.4,4.3,,329.8,379.0,405.8,465.0,514.6,573.8,665.8,704.4,739.0,69.62,57.32,,0.03,91.0,4636.0,1.2,361.0,2115.0,3165.0,3165.0,811.0,35.53,0.78,5259.0,0.0%,0.0,620.34,
2017-06-20,7.9688,7.7909,539.951,700.754,74.8658,0.4962,48.4378,74.9927,45.0503,30085.8,5.6019,61698.8,61624.2,64907.6,61085.6,93605.9,734.152,2.6178,699.215,726.318,705.903,0.6604,920.488,54.1551,0.2707,55.1271,0.2662,0.3527,0.4614,0.4875,20.9,4.25,0.368,990.0,5.2,9.4,4.4,0.56,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,620.59,
2017-06-21,8.0922,7.8899,539.956,699.17,75.815,0.4951,49.331,75.0261,45.0256,29990.0,5.4795,62514.0,59647.7,67101.0,61292.3,94097.7,734.318,2.6143,697.6,725.998,703.969,0.6057,913.858,54.4581,0.2702,55.3874,0.2644,0.3532,0.4621,0.4873,20.8,4.27,0.392,1108.0,4.7,8.5,4.1,,324.0,375.0,402.6,463.6,513.8,573.4,666.0,704.4,738.8,,58.59,,,112.0,4673.0,1.24,406.0,2241.0,3182.0,3182.0,742.0,35.97,0.79,5320.0,0.0%,0.0,620.84,
2017-06-22,8.1072,7.9488,539.955,698.609,76.2828,0.5014,49.0606,75.0132,45.0421,29990.0,5.6246,58740.2,64204.4,65355.6,62699.6,94245.4,733.631,2.6225,696.831,727.706,702.514,0.6606,908.188,54.829,0.2697,55.6703,0.2641,0.349,0.4647,0.4906,20.8,4.3,0.362,1133.0,5.9,10.8,4.6,0.59,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,620.13,
2017-06-23,8.1394,7.9694,539.957,699.477,76.4824,0.5036,48.3827,74.963,45.0448,29990.0,5.6279,54697.3,67373.3,64787.4,64989.3,94575.7,734.642,2.6239,697.637,726.909,702.934,0.696,901.065,54.8045,0.2665,55.7213,0.261,0.3463,0.4633,0.4914,20.8,4.23,0.35,1100.0,5.1,9.6,4.4,,327.2,377.2,404.4,465.0,515.4,575.6,668.6,706.6,739.6,,58.88,,,85.0,4654.0,1.23,412.0,2231.0,3167.0,3167.0,821.0,36.15,0.79,5331.0,0.0%,0.0,619.96,
2017-06-24,8.1098,7.9821,539.961,699.428,76.6478,0.5034,47.6466,74.9778,45.054,29990.0,5.4072,59537.6,64565.0,65263.0,63015.5,94770.6,735.998,2.6224,697.619,728.176,702.732,0.7002,894.965,54.876,0.2674,55.6009,0.262,0.3491,0.46,0.4874,20.8,4.34,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,620.12,
