Date,Y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,Unnamed: 66
2016-06-06,7.9477,8.2188,539.984,695.965,75.7627,0.5082,52.0369,75.0003,44.9788,34154.5,5.6474,52921.8,51902.5,69792.1,72916.5,88543.2,721.954,2.6256,693.387,717.69,701.296,0.3795,0.0984,70.3754,0.2807,68.4623,0.2771,0.3694,0.495,0.4914,21.6,4.1,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1%,132.5,598.36,
2016-06-07,7.9612,8.2289,539.977,695.965,75.7718,0.5094,51.5443,75.077,44.9719,33980.0,5.6797,54454.1,53600.0,68295.2,70678.2,88944.4,722.025,2.6321,693.405,717.585,701.11,0.4959,0.0982,70.2728,0.2835,68.0864,0.2801,0.3677,0.495,0.4932,21.4,4.3,0.322,1156.0,8.5,9.8,3.1,0.43,,,,,,,,,,,,,,,,,,,,,,,,,23.7%,141.85,597.8,
2016-06-08,7.954,8.2654,539.981,696.259,76.0577,0.5142,50.6354,74.9979,44.9652,33980.0,5.5991,54105.2,54057.2,67340.2,70263.5,89991.5,722.836,2.6414,693.722,718.234,700.927,0.5802,0.0986,70.4782,0.278,68.5248,0.2737,0.3667,0.4893,0.4931,21.6,4.2,0.307,1148.0,8.7,9.5,3.0,,319.6,370.2,398.0,457.4,509.6,573.6,666.8,705.6,740.2,,53.32,365.6,,202.0,4417.0,1.14,0.0,574.0,4829.0,123.0,1080.0,32.83,0.97,5048.0,26.6%,158.89,597.38,
2016-06-09,7.8475,8.28,539.977,696.443,76.3074,0.5153,50.5488,75.1212,44.9688,33980.0,5.4549,52182.9,51511.6,68171.4,71340.8,90552.9,722.449,2.6446,693.817,718.203,700.699,0.5306,0.0975,70.4779,0.2758,68.7135,0.27,0.369,0.4813,0.4882,21.9,4.2,0.307,1237.0,11.0,8.9,3.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,27.7%,165.6,598.25,
2016-06-10,7.8295,8.2992,539.984,696.683,76.4406,0.515,51.0345,75.1078,44.9582,33980.0,5.4604,51171.7,51241.0,68853.9,71265.0,90581.8,721.988,2.644,694.054,717.906,700.877,0.441,0.0982,70.3906,0.2785,68.3122,0.2778,0.3697,0.4779,0.4857,21.9,4.2,0.29,1269.0,11.5,8.6,3.1,,,,,,,,,,,,52.57,462.3,,197.0,4376.0,1.14,0.0,649.0,4850.0,105.0,1115.0,32.44,0.96,5031.0,27.7%,165.61,598.2,
2016-06-11,7.8797,8.3584,539.981,696.555,76.8594,0.512,51.0098,75.0357,44.95,33980.0,5.5413,51924.5,51671.7,68325.5,70678.7,90428.3,721.859,2.6491,693.951,717.303,701.356,0.527,0.0973,70.0019,0.2822,68.0773,0.2807,0.3697,0.4878,0.4954,21.9,4.4,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7%,165.6,598.11,
2016-06-12,7.9717,8.4007,539.979,696.465,77.1616,0.5094,51.9309,75.0853,44.9623,33980.0,5.6126,51724.3,51450.9,69851.4,71309.0,90382.8,721.93,2.6403,693.641,717.661,700.983,0.5615,0.0985,70.0981,0.2825,68.1461,0.2808,0.3689,0.4921,0.4984,21.9,4.2,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7%,165.61,597.51,
2016-06-13,7.976,8.4463,539.966,694.51,77.6497,0.5169,51.6851,75.0362,44.9369,33980.0,5.595,50769.0,51552.0,70173.0,73051.5,90387.7,721.952,2.6438,691.728,717.742,699.374,0.4966,0.0974,71.446,0.2736,69.2682,0.27,0.3695,0.4984,0.4919,21.9,4.4,0.29,1257.0,12.6,10.8,2.9,,316.6,368.4,396.8,457.0,510.4,576.0,670.6,708.6,741.0,73.02,53.14,418.7,0.05,199.0,4306.0,1.13,0.0,586.0,4973.0,75.0,1104.0,32.41,0.96,4933.0,27.7%,165.6,597.99,
2016-06-14,8.163,8.5064,539.977,693.019,78.1733,0.5129,52.1172,75.0575,44.9739,34530.5,5.5378,46576.8,48806.1,77621.3,79985.6,90340.7,723.67,2.6473,690.351,719.483,698.142,0.4811,0.0981,71.5708,0.2744,69.8203,0.268,0.3769,0.506,0.4813,21.9,4.3,0.295,1274.0,13.5,13.1,2.9,0.42,,,,,,,,,,,,,,,,,,,,,,,,,27.7%,165.61,597.81,
2016-06-15,8.2119,8.5364,539.986,692.964,78.4231,0.5076,52.8901,75.0094,44.978,36000.0,5.5352,48482.4,45951.3,78510.2,81181.3,90776.2,724.07,2.6457,690.29,719.592,697.673,0.3979,0.0976,71.3026,0.2797,69.7514,0.2706,0.379,0.5019,0.4803,21.8,4.4,0.299,1247.0,7.1,6.8,1.5,,269.0,350.6,386.4,452.0,507.2,573.6,670.0,708.4,741.0,,53.77,413.7,,187.0,4232.0,1.13,0.0,602.0,5047.0,81.0,1173.0,32.75,0.95,4889.0,27.7%,165.6,597.56,
2016-06-16,8.1289,8.5362,539.976,692.969,78.4725,0.5088,52.5004,75.0927,44.971,36091.7,5.5085,49435.2,43406.2,78545.9,80965.1,91360.0,724.089,2.6487,690.266,719.591,697.349,0.4776,0.0968,71.0845,0.2827,69.4872,0.2726,0.3788,0.5032,0.4795,21.9,4.3,0.296,1272.0,12.1,10.7,2.1,0.47,,,,,,,,,,,,,,,,,,,,,,,,,27.7%,165.6,597.74,
2016-06-17,7.9193,8.4442,539.985,692.175,77.5841,0.5126,52.0421,75.0263,44.9687,36524.0,5.6416,52746.7,53458.5,69749.1,72451.7,91036.2,721.414,2.6502,689.405,717.283,696.787,0.4794,0.0955,71.6118,0.2777,69.8298,0.2707,0.3697,0.5087,0.4873,22.0,4.3,0.296,1261.0,13.1,11.6,3.0,,,,,,,,,,,,53.05,511.7,,154.0,4229.0,1.14,0.0,640.0,5242.0,107.0,1233.0,32.3,0.95,4928.0,26.1%,155.88,597.54,
2016-06-18,7.8882,8.4115,539.988,693.279,77.2079,0.5097,52.0601,75.0424,44.9523,38348.5,5.5611,50846.0,55441.9,69491.9,71919.0,91336.2,721.866,2.644,690.325,716.55,697.267,0.5344,0.0948,70.7307,0.2787,69.0785,0.2741,0.3723,0.4992,0.4927,21.8,4.4,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3%,133.0,597.32,
2016-06-19,7.7957,8.3505,539.983,695.378,76.6355,0.5075,51.4729,75.0348,44.9562,38123.6,5.4709,50123.4,55481.5,68634.3,71086.6,91466.6,723.832,2.6434,692.544,718.211,699.351,0.5583,0.0956,69.7171,0.2844,68.1895,0.2781,0.3716,0.4976,0.499,21.8,4.4,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3%,133.0,597.38,
2016-06-20,7.6922,8.3122,539.979,696.056,76.269,0.5071,51.9913,74.976,44.9589,38449.1,5.4316,50550.1,52635.7,69242.0,70668.6,91474.3,724.123,2.6496,693.155,718.522,699.859,0.5924,0.0954,69.5199,0.2827,68.1788,0.277,0.3719,0.4947,0.4974,21.9,4.2,0.307,1153.0,10.9,11.1,3.2,,313.8,363.6,392.4,454.0,507.2,572.2,667.2,706.4,740.6,69.1,53.61,740.4,0.03,186.0,4195.0,1.14,0.0,656.0,5264.0,105.0,1249.0,32.32,0.95,4867.0,22.3%,133.0,597.17,
2016-06-21,7.6453,8.2848,539.976,695.906,76.115,0.5077,51.4182,74.9897,44.9569,37383.1,5.4825,49858.7,51288.7,69790.3,71338.9,91477.6,723.013,2.6447,693.022,717.562,699.856,0.4966,0.0955,69.6129,0.2835,68.1396,0.2769,0.3734,0.4896,0.4924,21.9,4.3,0.29,1186.0,8.0,7.3,2.7,0.57,,,,,,,,,,,,,,,,,,,,,,,,,17.4%,103.79,597.95,
2016-06-22,7.9511,8.3836,539.98,695.14,77.242,0.5128,51.2482,75.038,44.9686,35000.0,5.6044,49743.8,52813.9,69499.5,71403.5,91493.0,722.18,2.6469,692.335,716.808,698.979,0.5703,0.0957,70.2104,0.2801,68.5249,0.2741,0.373,0.4921,0.495,21.6,4.2,0.338,1114.0,6.8,8.0,2.6,,321.6,365.0,392.0,451.8,505.4,571.8,668.0,706.8,740.4,,53.99,575.6,,165.0,4155.0,1.15,0.0,621.0,5134.0,117.0,1187.0,32.36,0.95,4825.0,13.9%,83.0,598.92,
2016-06-23,7.9082,8.329,539.983,695.151,76.9314,0.5087,51.6534,74.9785,44.9706,35102.1,5.6202,49381.1,50147.8,70319.9,72743.9,91463.5,722.119,2.6445,692.203,717.594,699.075,0.4375,0.0958,70.022,0.2808,68.5011,0.276,0.3727,0.4926,0.495,21.5,4.3,0.34,1112.0,8.9,11.7,2.9,0.62,,,,,,,,,,,,,,,,,,,,,,,,,13.8%,83.0,599.6,
2016-06-24,8.0625,8.4795,539.974,693.248,78.2453,0.5112,52.1954,75.0504,44.9728,35010.4,5.6978,47830.6,49002.0,73659.4,74955.2,91449.9,721.485,2.6436,690.348,717.445,696.173,0.5287,0.0956,70.7327,0.2863,68.7574,0.2776,0.3753,0.4975,0.4987,21.7,4.3,0.302,1079.0,8.4,10.2,3.2,,,,,,,,,,,,53.02,432.3,,199.0,4132.0,1.14,0.0,580.0,5120.0,57.0,1149.0,31.75,0.95,4783.0,13.9%,83.0,599.08,
2016-06-25,8.1161,8.3756,539.994,693.156,77.267,0.4972,53.0037,74.9885,44.9625,35061.3,5.782,49268.5,48457.5,72358.9,72664.0,91450.0,721.818,2.6248,690.4,716.461,696.969,0.6513,0.0933,69.4827,0.2822,68.3509,0.2783,0.3765,0.5026,0.4986,21.7,4.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2%,55.06,598.85,
2016-06-26,8.1393,8.3208,539.968,692.85,76.8077,0.4946,51.8504,75.0709,44.9743,35000.0,5.9494,50672.2,52671.8,69476.3,70469.9,91455.8,722.501,2.6249,690.012,716.963,696.05,0.5974,0.0909,69.1486,0.2879,67.9118,0.2825,0.3733,0.5032,0.4975,21.2,4.1,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,599.16,
2016-06-27,8.1626,8.3252,539.992,693.439,76.8242,0.4931,52.1729,75.0078,44.9636,35000.0,5.982,51980.9,54800.5,68218.9,69383.2,91450.2,722.917,2.6294,690.479,717.496,695.869,0.5951,0.0905,68.9018,0.2906,67.5645,0.2877,0.3715,0.5004,0.4938,21.2,4.1,0.323,932.0,5.4,9.9,5.1,,275.4,359.0,390.2,451.0,502.4,565.8,660.4,701.6,739.4,71.22,54.01,,0.04,185.0,4065.0,1.14,0.0,624.0,4626.0,66.0,1145.0,32.08,0.96,4548.0,0.0%,0.0,599.08,
2016-06-28,8.2141,8.1738,539.977,695.56,75.7781,0.4899,52.1588,75.025,44.9606,33768.8,5.8918,51888.9,53596.6,70283.3,71234.9,91603.5,725.074,2.6308,692.723,719.264,699.238,0.6217,0.0894,68.1268,0.2949,67.0763,0.2898,0.3714,0.497,0.4868,21.2,4.2,0.327,1033.0,6.5,11.1,3.6,0.63,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,600.51,
2016-06-29,8.2074,8.235,539.975,695.952,76.376,0.497,52.3405,75.0356,44.9651,33000.0,5.7183,51647.1,54096.0,70383.1,71823.6,91649.6,725.469,2.6397,692.992,720.205,698.979,0.5997,0.0891,68.9468,0.2858,67.8478,0.2808,0.3711,0.4878,0.4849,21.1,4.2,0.334,1044.0,6.0,12.4,3.3,,321.2,367.4,395.6,456.6,507.4,568.0,660.8,700.8,738.2,,54.5,,,177.0,4112.0,1.14,0.0,645.0,4574.0,60.0,1262.0,32.28,0.95,4490.0,0.0%,0.0,600.49,
2016-06-30,8.1545,8.2922,539.975,695.742,76.8809,0.5022,51.3245,74.9831,44.9599,33007.6,5.6434,50399.8,49465.9,72271.9,74084.8,91661.3,725.202,2.6465,692.724,720.968,698.257,0.6146,0.088,69.3286,0.282,68.172,0.2757,0.3726,0.4788,0.4807,21.1,4.1,0.328,1032.0,6.4,12.7,3.7,0.54,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,600.24,
2016-07-01,8.1713,8.4255,539.967,694.022,78.2376,0.5037,51.1213,75.028,44.9743,33000.0,5.7768,48009.0,48507.7,74402.9,76159.6,91679.9,722.562,2.6491,691.004,718.837,695.926,0.4905,0.0879,70.306,0.2787,68.953,0.273,0.3785,0.4752,0.479,21.2,4.1,0.327,1016.0,5.3,10.0,3.7,,,,,,,,,,,,54.49,,,190.0,4085.0,1.14,0.0,611.0,4377.0,72.0,1112.0,33.13,0.95,4544.0,0.0%,0.0,600.94,
2016-07-02,8.2334,8.5196,539.987,693.004,79.0483,0.5025,51.1144,75.0654,44.9738,33000.0,5.6782,43711.4,42062.8,80989.9,81177.7,91847.5,722.09,2.6532,690.115,719.784,695.26,0.4874,0.0882,70.3463,0.2821,68.9858,0.2753,0.3872,0.4789,0.4821,21.2,4.2,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,600.76,
2016-07-03,8.1928,8.4694,539.974,692.961,78.6883,0.5043,51.7232,75.0719,44.9813,33000.0,5.7116,48154.1,46953.9,75066.3,76027.1,91852.5,722.128,2.6475,689.925,718.261,695.104,0.6295,0.0884,70.413,0.2821,68.8668,0.2769,0.379,0.4852,0.4859,21.3,4.2,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,601.61,
2016-07-04,8.1698,8.4599,539.983,692.962,78.592,0.509,50.9035,75.0076,44.9722,33000.0,5.8001,48304.5,49824.8,73032.9,75141.4,91868.3,722.185,2.6511,689.836,718.418,694.86,0.5983,0.0878,70.8013,0.278,69.2038,0.2722,0.375,0.4892,0.4874,21.2,4.1,0.356,1041.0,6.0,12.6,4.0,,285.0,354.0,385.8,449.2,499.6,558.8,651.0,693.0,736.8,69.43,53.64,,0.05,197.0,4166.0,1.14,0.0,597.0,4274.0,29.0,1171.0,31.66,0.95,4600.0,0.0%,0.0,601.58,
2016-07-05,8.082,8.4595,539.979,693.286,78.4456,0.5052,50.7548,75.0307,44.9653,32996.8,5.7328,49933.4,51187.2,71397.8,73134.4,91871.0,722.493,2.6486,690.227,717.51,695.205,0.5169,0.0868,70.4585,0.2791,69.0091,0.2735,0.3771,0.4881,0.4872,21.3,4.0,0.332,1042.0,5.6,11.0,3.5,0.66,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,600.41,
2016-07-06,8.0635,8.4201,539.983,694.479,78.0489,0.5052,51.2554,75.0522,44.9564,32990.0,5.5356,51204.0,48735.3,72050.8,72878.5,91865.8,725.406,2.643,691.359,720.205,696.461,0.5196,0.0865,70.1558,0.2828,68.5921,0.2769,0.376,0.4922,0.4924,21.2,4.1,0.326,1082.0,5.7,10.3,3.3,,322.2,372.0,399.8,460.4,511.8,574.0,667.8,706.2,739.8,,54.69,,,145.0,4094.0,1.13,0.0,619.0,4125.0,113.0,1194.0,32.25,0.94,4628.0,0.0%,0.0,600.18,
2016-07-07,8.0696,8.3049,539.993,695.798,77.214,0.5025,51.6731,75.0398,44.9745,32990.0,5.5801,53037.0,48997.0,71078.1,71714.2,91853.7,725.589,2.6434,692.726,719.864,698.61,0.5534,0.086,69.4639,0.2856,67.9848,0.2818,0.3752,0.492,0.4917,21.2,4.1,0.332,1076.0,5.3,9.5,2.8,0.65,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,602.02,
2016-07-08,8.1492,8.2525,539.982,697.47,76.7603,0.499,51.6548,75.0243,44.983,32990.0,5.8633,50607.7,50850.9,71639.4,72565.3,91865.6,724.524,2.6409,694.51,718.764,701.16,0.6077,0.0855,68.8226,0.2897,67.3341,0.2864,0.3739,0.4926,0.4901,20.9,4.6,0.38,1091.0,5.8,11.8,3.0,,,,,,,,,,,,54.02,,,204.0,4169.0,1.13,0.0,551.0,4209.0,95.0,1084.0,31.7,0.95,4686.0,0.0%,0.0,601.76,
2016-07-09,8.2344,8.2583,539.973,696.582,76.9186,0.5025,50.7171,75.0932,44.9765,32990.0,5.9587,49923.4,52561.4,71090.7,72713.9,91848.5,724.161,2.6376,693.624,718.356,700.899,0.6121,0.0855,69.2071,0.2877,67.5019,0.2847,0.3733,0.4983,0.4941,20.9,4.4,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,601.89,
2016-07-10,8.2606,8.3642,539.974,695.54,77.8462,0.5061,50.8914,75.073,44.9679,36255.7,5.7975,51185.4,52719.0,70535.4,72103.7,91867.0,724.944,2.6413,692.351,718.925,698.893,0.654,0.0853,69.7849,0.2853,67.9511,0.2803,0.3729,0.5,0.4961,21.0,3.9,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,601.41,
2016-07-11,8.3006,8.4074,539.98,694.631,78.3362,0.5075,50.5213,75.0468,44.9851,33246.3,5.8686,50758.4,54649.1,70257.3,72451.6,91880.1,724.335,2.6479,691.464,718.45,697.055,0.5494,0.0852,70.2236,0.2812,68.4393,0.2767,0.3737,0.5003,0.4987,21.1,4.3,0.349,1063.0,5.5,10.7,2.6,,331.4,375.8,401.8,462.2,514.0,577.2,672.8,710.8,741.6,70.44,53.67,,0.02,184.0,4062.0,1.14,0.0,581.0,3939.0,39.0,991.0,31.4,0.94,4654.0,0.0%,0.0,602.17,
2016-07-12,8.2636,8.3706,539.985,694.666,77.912,0.5066,50.7755,74.9865,45.0035,29253.2,5.9879,53627.5,53554.4,71729.4,70637.8,92011.1,724.594,2.6458,691.456,720.259,697.353,0.5825,0.0849,69.8661,0.2849,68.2077,0.2794,0.3712,0.505,0.4965,21.1,4.4,0.353,1069.0,5.7,10.9,2.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,602.24,
2016-07-13,8.2304,8.2688,539.98,696.757,76.889,0.5055,50.5836,75.133,44.967,33000.0,5.9642,53048.6,53276.5,72741.7,71109.2,92247.2,726.346,2.642,693.621,721.863,700.094,0.6418,0.0844,69.243,0.2867,67.6725,0.2803,0.37,0.5032,0.4932,21.0,4.5,0.37,1072.0,6.1,12.2,3.2,,314.0,368.4,396.6,456.8,506.8,566.2,656.0,695.2,735.0,,54.69,,,182.0,4104.0,1.14,0.0,565.0,4059.0,82.0,1076.0,31.87,0.94,4792.0,0.0%,0.0,601.68,
2016-07-14,8.0909,8.2427,539.974,695.997,76.7691,0.501,50.6879,75.0153,44.9867,33000.0,5.8319,50759.4,50882.5,72042.8,73945.2,92252.8,725.323,2.6425,692.901,719.77,700.135,0.5232,0.0838,69.355,0.2852,67.8285,0.2809,0.3738,0.4994,0.4963,21.1,4.4,0.355,1054.0,5.8,11.5,2.4,0.68,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,602.39,
2016-07-15,7.8043,8.1632,539.987,696.08,75.985,0.4981,51.7062,75.0515,44.9596,33011.1,5.8626,49570.3,48844.3,73736.4,75358.3,92239.9,724.115,2.6415,692.993,718.664,700.683,0.5376,0.0834,69.2404,0.2891,67.7292,0.2837,0.3765,0.5007,0.4938,21.1,4.3,0.376,1062.0,6.0,12.2,1.8,,,,,,,,,,,,53.99,,,195.0,4096.0,1.16,0.0,625.0,3935.0,130.0,963.0,31.47,0.95,4821.0,0.0%,0.0,602.28,
2016-07-16,7.8289,8.1298,539.987,697.107,75.6565,0.4999,51.2532,75.0834,44.9751,33000.0,5.8372,50685.4,51281.1,71988.8,73249.7,92238.8,724.207,2.6467,694.119,718.212,701.73,0.535,0.0828,68.5603,0.295,66.9834,0.289,0.3736,0.4965,0.4958,21.2,4.5,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,602.13,
2016-07-17,8.1148,8.1209,539.978,698.659,75.5788,0.4989,51.4471,75.0043,44.983,33000.0,5.7554,51053.4,49235.4,72866.0,73473.1,92254.2,726.402,2.6433,695.65,720.371,703.665,0.6665,0.0824,68.0898,0.2931,66.6351,0.2872,0.3751,0.4949,0.4956,21.1,4.5,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,602.25,
2016-07-18,8.088,8.1878,539.979,697.16,76.2102,0.5018,51.761,75.0906,44.9682,33000.0,5.7784,50751.0,49202.9,73186.6,73967.4,92228.6,725.494,2.6404,694.053,719.618,701.395,0.5819,0.0816,68.9104,0.2861,67.4674,0.2797,0.3756,0.498,0.4974,21.1,4.3,0.359,881.0,5.9,11.0,2.1,,328.4,374.4,401.2,461.0,512.6,575.4,671.6,710.2,741.6,69.62,54.13,,0.04,188.0,3962.0,1.14,0.0,638.0,3788.0,105.0,938.0,31.37,0.95,4831.0,0.0%,0.0,602.28,
2016-07-19,8.1172,8.1507,539.979,697.245,75.8954,0.5002,52.101,75.0795,44.9733,33000.0,5.856,50660.2,51674.2,72229.0,73640.6,92250.4,725.458,2.6327,694.202,719.518,702.277,0.6261,0.0805,68.5571,0.2892,66.9528,0.285,0.3744,0.5032,0.4893,21.1,4.6,0.359,1086.0,4.7,8.6,2.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,602.55,
2016-07-20,8.128,8.0258,539.992,698.739,74.73,0.4968,52.2024,75.072,44.9681,33123.6,5.9471,50017.4,54397.7,71455.8,73695.2,92227.9,726.307,2.6265,695.831,720.299,705.533,0.5852,0.0798,67.9939,0.2916,66.4629,0.2884,0.374,0.5071,0.4797,20.8,4.6,0.372,1109.0,6.2,11.5,2.3,,318.0,369.8,397.8,457.8,508.6,569.8,662.6,702.8,739.4,,54.56,,,148.0,3982.0,1.14,0.0,569.0,3884.0,86.0,1019.0,31.55,0.94,4935.0,0.0%,0.0,602.49,
2016-07-21,8.043,7.8722,539.983,701.765,73.4214,0.4933,52.1367,75.0266,44.9384,33166.5,5.7884,51788.1,54601.8,70889.3,72634.7,92250.1,727.819,2.6301,698.773,721.849,709.436,0.6001,0.0787,66.8867,0.3002,65.4208,0.2957,0.3727,0.4971,0.4817,20.7,4.7,0.383,1163.0,5.9,10.9,2.5,1.17,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,602.68,
2016-07-22,8.0298,7.8563,539.982,702.005,73.14,0.4936,51.1284,74.9978,44.9721,33248.5,5.787,51084.2,53115.3,72343.9,73806.2,92692.6,727.624,2.629,699.069,721.35,709.583,0.5628,0.078,66.7644,0.3005,65.4072,0.2954,0.3737,0.4924,0.4818,20.5,4.7,0.433,1161.0,6.7,13.0,3.1,,,,,,,,,,,,54.51,,,180.0,3993.0,1.15,0.0,600.0,3849.0,61.0,884.0,31.35,0.95,4990.0,0.0%,0.0,601.26,
2016-07-23,8.1843,7.937,539.982,701.158,73.6121,0.4926,50.7723,75.1292,44.975,33095.8,5.8844,49457.4,52937.1,72659.2,74083.6,93026.2,726.368,2.6239,698.261,719.953,707.747,0.5293,0.0776,66.6998,0.2999,65.3609,0.2954,0.374,0.4948,0.4811,20.5,4.8,0.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,598.99,
2016-07-24,8.0084,8.0193,539.974,700.216,74.3273,0.4986,50.6303,74.9613,44.959,32990.0,5.649,51796.6,50604.1,72674.3,73129.2,92846.8,727.253,2.6405,697.317,720.966,704.947,0.6793,0.0772,67.1689,0.2982,65.7228,0.2911,0.3741,0.4897,0.4807,20.8,4.8,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,598.6,
2016-07-25,8.0333,8.1803,539.972,698.219,75.9808,0.5034,51.2351,75.022,44.9886,32993.4,5.7104,50331.6,49019.2,74088.5,74835.4,92642.0,724.363,2.643,695.236,718.845,701.828,0.7108,0.0793,68.485,0.2869,66.9738,0.2811,0.3761,0.4868,0.4804,21.0,4.6,0.369,1033.0,7.4,14.7,3.2,,324.8,370.0,396.0,452.4,500.6,558.4,648.2,691.4,737.6,69.46,54.29,,0.04,171.0,3923.0,1.14,0.0,564.0,3674.0,104.0,926.0,31.22,0.94,4921.0,0.0%,0.0,599.78,
2016-07-26,8.1907,8.1792,539.992,698.74,76.0192,0.4977,51.5282,75.002,44.9867,33016.5,5.849,50912.2,48988.5,74029.4,74232.9,92645.9,723.312,2.6446,695.822,717.444,703.129,0.6451,0.0807,67.8996,0.2894,66.6208,0.2841,0.3768,0.4908,0.4762,20.8,4.5,0.377,1090.0,6.8,13.9,3.2,1.07,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,600.2,
2016-07-27,8.352,8.0897,539.981,700.838,75.1202,0.4894,52.2326,75.0202,44.9597,33052.7,5.8837,51705.6,52129.3,73071.2,72844.3,92645.3,725.253,2.6377,698.048,719.068,706.615,0.655,0.0681,66.8217,0.2964,65.7766,0.2908,0.3749,0.4959,0.4777,20.7,4.5,0.383,1109.0,6.4,12.6,3.2,,321.8,369.6,397.0,456.6,507.0,567.6,660.4,701.0,739.0,,55.14,,,151.0,3925.0,1.14,0.0,562.0,3668.0,88.0,915.0,31.54,0.94,5062.0,0.0%,0.0,599.76,
2016-07-28,8.3614,8.1127,539.977,700.533,75.422,0.4908,51.5132,75.0215,44.9677,32651.9,5.8626,50780.9,53317.5,72739.6,73545.0,92632.4,725.572,2.6426,697.705,719.195,705.952,0.526,0.0781,67.052,0.2951,66.0277,0.2886,0.3747,0.4942,0.4813,20.5,4.6,0.409,1198.0,6.4,12.5,3.1,1.14,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,599.98,
2016-07-29,8.2694,8.1707,539.979,699.964,75.9752,0.4929,51.9702,75.093,44.9844,32866.4,5.8658,51438.3,50919.8,73025.1,73455.6,92633.1,724.172,2.6461,697.209,718.091,704.488,0.6002,0.0937,67.5854,0.2955,66.3347,0.2878,0.3736,0.4876,0.4839,20.6,4.7,0.416,1243.0,6.7,10.5,3.0,,,,,,,,,,,,53.96,,,172.0,3915.0,1.14,0.0,624.0,3642.0,111.0,871.0,31.03,0.93,5023.0,0.0%,0.0,599.33,
2016-07-30,8.1706,8.1109,539.982,700.329,75.4917,0.493,51.5705,75.1046,44.9959,33000.0,5.8104,51588.8,49470.1,73575.1,73415.6,92653.6,724.459,2.6479,697.58,718.406,704.758,0.6865,0.0934,67.2716,0.2984,65.9516,0.2921,0.3735,0.4813,0.477,20.7,4.5,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,600.17,
2016-07-31,8.0812,8.0797,539.977,700.794,75.2069,0.4931,51.535,75.0216,44.9932,33000.0,5.7925,51359.9,48582.9,73777.3,73660.1,92649.1,723.879,2.6455,697.966,718.059,705.31,0.622,0.0936,67.2022,0.2966,66.0458,0.2906,0.3746,0.4766,0.4748,20.7,4.4,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,0.0,600.72,
2016-08-01,8.0673,8.1097,539.977,700.786,75.4252,0.4987,52.116,75.0173,44.9935,33000.0,5.6525,51858.0,47008.4,74419.4,74008.0,92631.6,725.7,2.647,697.922,720.07,704.788,0.6204,0.0935,67.7077,0.2908,66.384,0.285,0.3741,0.474,0.473,20.7,4.4,0.382,1160.0,6.7,12.8,3.3,,323.2,370.6,397.8,457.8,509.0,569.8,662.8,703.0,739.6,71.08,54.62,,0.05,134.0,3989.0,1.14,0.0,607.0,3640.0,85.0,863.0,31.5,0.94,5078.0,0.0%,0.0,600.15,
